text,pinyin
帶娃,dai4 wa2
帶子,dai4 zi5
帶孩子,dai4 hai2 zi5
帶寬,dai4 kuan1
帶有,dai4 you3
帶給,dai4 gei3
帶貨,dai4 huo4
帶走,dai4 zou3
帶路,dai4 lu4
帶過,dai4 guo4
帶隊,dai4 dui4
帶領,dai4 ling3
帶頭,dai4 tou2
帷,wei2
帷幕,wei2 mu4
常,chang2
常人,chang2 ren2
常住,chang2 zhu4
常務,chang2 wu4
常委,chang2 wei3
常委會,chang2 wei3 hui4
常客,chang2 ke4
常州,chang2 zhou1
常州市,chang2 zhou1 shi4
常常,chang2 chang2
常年,chang2 nian2
常德,chang2 de2
常態,chang2 tai4
常數,chang2 shu4
常熟,chang2 shu2
常理,chang2 li3
常用,chang2 yong4
常見,chang2 jian4
常見問題,chang2 jian4 wen4 ti2
常規,chang2 gui1
常規賽,chang2 gui1 sai4
常識,chang2 shi2
常駐,chang2 zhu4
帹,sha4
帺,qi2
帽,mao4
帽子,mao4 zi5
幀,zhen1
幃,wei2
幄,wo4
幅,fu2
幅度,fu2 du4
幇,bang1
幈,ping2
幋,pan2
幌,huang3
幌子,huang3 zi5
幏,jia4
幑,hui1
幔,man4
幕,mu4
幕後,mu4 hou4
幗,guo2
幘,ze2
幙,mu4
幚,bang1
幛,zhang4
幞,fu2
幟,zhi4
幠,hu1
幡,fan1
幢,chuang2
幣,bi4
幦,mi4
幨,chan1
幩,fen2
幪,meng2
幫,bang1
幫助,bang1 zhu4
幫幫忙,bang1 bang5 mang2
幫忙,bang1 mang2
幫手,bang1 shou5
幫扶,bang1 fu2
幫會,bang1 hui4
幫派,bang1 pai4
幬,chou2
幭,mie4
幮,chu2
幯,jie2
幰,xian3
干,gan1
干擾,gan1 rao3
干涉,gan1 she4
干預,gan1 yu4
平,ping2
平倉,ping2 cang1
平價,ping2 jia4
平凡,ping2 fan2
平原,ping2 yuan2
平和,ping2 he2
平地,ping2 di4
平均,ping2 jun1
平均值,ping2 jun1 zhi2
平坦,ping2 tan3
平安,ping2 an1
平安夜,ping2 an1 ye4
平定,ping2 ding4
平局,ping2 ju2
平常,ping2 chang2
平常心,ping2 chang2 xin1
平平,ping2 ping2
平庸,ping2 yong1
平心而論,ping2 xin1 er2 lun4
平息,ping2 xi1
平房,ping2 fang2
平整,ping2 zheng3
平方,ping2 fang1
平方公里,ping2 fang1 gong1 li3
平方米,ping2 fang1 mi3
平日,ping2 ri4
平時,ping2 shi2
平板,ping2 ban3
平板電腦,ping2 ban3 dian4 nao3
平民,ping2 min2
平淡,ping2 dan4
平湖,ping2 hu2
平滑,ping2 hua2
平生,ping2 sheng1
平移,ping2 yi2
平穩,ping2 wen3
平等,ping2 deng3
平米,ping2 mi3
平緩,ping2 huan3
平行,ping2 xing2
平衡,ping2 heng2
平谷,ping2 gu3
平郵,ping2 you2
平靜,ping2 jing4
平面,ping2 mian4
平面圖,ping2 mian4 tu2
平面設計,ping2 mian4 she4 ji4
年,nian2
年中,nian2 zhong1
年代,nian2 dai4
年代初,nian2 dai4 chu1
年份,nian2 fen4
年來,nian2 lai2
年假,nian2 jia4
年內,nian2 nei4
年初,nian2 chu1
年前,nian2 qian2
年均,nian2 jun1
年報,nian2 bao4
年少,nian2 shao4
年年,nian2 nian2
年幼,nian2 you4
年底,nian2 di3
年度,nian2 du4
年度報告,nian2 du4 bao4 gao4
年收入,nian2 shou1 ru4
年會,nian2 hui4
年月,nian2 yue4
年末,nian2 mo4
年檢,nian2 jian3
年產,nian2 chan3
年畫,nian2 hua4
年紀,nian2 ji4
年紀輕輕,nian2 ji4 qing1 qing1
年級,nian2 ji2
年終,nian2 zhong1
年終獎,nian2 zhong1 jiang3
年老,nian2 lao3
年華,nian2 hua2
年薪,nian2 xin1
年費,nian2 fei4
年輕,nian2 qing1
年輕人,nian2 qing1 ren2
年輕化,nian2 qing1 hua4
年金,nian2 jin1
年鑑,nian2 jian4
年長,nian2 zhang3
年間,nian2 jian1
年限,nian2 xian4
年青,nian2 qing1
年頭,nian2 tou2
年齡,nian2 ling2
年齡段,nian2 ling2 duan4
幵,qian1
并,bing1
幷,bing4
幸,xing4
幸好,xing4 hao3
幸災樂禍,xing4 zai1 le4 huo4
幸福,xing4 fu2
幸虧,xing4 kui1
幸運,xing4 yun4
幹,gan4
幹事,gan4 shi5
幹什麼,gan4 shen2 me5
幹嗎,gan4 ma2
幹嘛,gan4 ma2
幹掉,gan4 diao4
幹活,gan4 huo2
幹細胞,gan4 xi4 bao1
幹線,gan4 xian4
幹警,gan4 jing3
幹部,gan4 bu4
幹麼,gan4 ma2
幻,huan4
幻影,huan4 ying3
幻想,huan4 xiang3
幻燈片,huan4 deng1 pian4
幻覺,huan4 jue2
幻象,huan4 xiang4
幼,you4
幼兒,you4 er2
幼兒園,you4 er2 yuan2
幼小,you4 xiao3
幼年,you4 nian2
幼稚,you4 zhi4
幽,you1
幽幽,you1 you1
幽暗,you1 an4
幽雅,you1 ya3
幽靈,you1 ling2
幽靜,you1 jing4
幽默,you1 mo4
幾,ji3
幾乎,ji1 hu1
幾乎不,ji1 hu1 bu4
幾何,ji3 he2
幾個,ji3 ge5
幾倍,ji3 bei4
幾分,ji3 fen1
幾千,ji3 qian1
幾多,ji3 duo1
幾天,ji3 tian1
幾年,ji3 nian2
幾年來,ji3 nian2 lai2
幾度,ji3 du4
幾時,ji3 shi2
幾次,ji3 ci4
幾歲,ji3 sui4
幾率,ji1 lü4
幾米,ji1 mi3
幾經,ji3 jing1
幾號,ji3 hao4
幾近,ji1 jin4
幾點,ji3 dian3
庀,pi3
庄,zhuang1
庅,me5
庇,bi4
庇護,bi4 hu4
庈,qin2
庉,dun4
床,chuang2
庋,gui3
序,xu4
序列,xu4 lie4
序列號,xu4 lie4 hao4
序幕,xu4 mu4
序號,xu4 hao4
庒,zhuang1
底,di3
底下,di3 xia5
底子,di3 zi5
底層,di3 ceng2
底座,di3 zuo4
底氣,di3 qi4
底盤,di3 pan2
底線,di3 xian4
底薪,di3 xin1
底蘊,di3 yun4
底部,di3 bu4
庖,pao2
店,dian4
店主,dian4 zhu3
店員,dian4 yuan2
店家,dian4 jia1
店鋪,dian4 pu4
店長,dian4 zhang3
店面,dian4 mian4
庚,geng1
府,fu3
庠,xiang2
庤,zhi4
庥,xiu1
度,du4
度假,du4 jia4
度假村,du4 jia4 cun1
度數,du4 shu5
度過,du4 guo4
度量,du4 liang4
座,zuo4
座位,zuo4 wei4
座右銘,zuo4 you4 ming2
座席,zuo4 xi2
座椅,zuo4 yi3
座標,zuo4 biao1
座機,zuo4 ji1
座談,zuo4 tan2
座談會,zuo4 tan2 hui4
庫,ku4
庫存,ku4 cun2
庫房,ku4 fang2
庬,pang2
庭,ting2
庭審,ting2 shen3
庭院,ting2 yuan4
庱,cheng3
庳,bi4
庴,ji2
庵,an1
庶,shu4
康,kang1
康佳,kang1 jia1
康復,kang1 fu4
康德,kang1 de2
康熙,kang1 xi1
庸,yong1
庸俗,yong1 su2
庹,tuo3
庻,shu4
庽,yu4
庾,yu3
庿,miao4
廀,sou1
廁,ce4
廁所,ce4 suo3
廂,xiang1
廄,jiu4
廆,wei3
廈,sha4
廈門,xia4 men2
廈門大學,xia4 men2 da4 xue2
廈門市,xia4 men2 shi4
廉,lian2
廉價,lian2 jia4
廉政,lian2 zheng4
廉潔,lian2 jie2
廉租房,lian2 zu1 fang2
廉頗,lian2 po1
廊,lang2
廊坊,lang2 fang2
廋,sou1
廌,zhi4
廎,qing3
廏,jiu4
廐,jiu4
廑,jin3
廒,ao2
廓,kuo4
廕,yin4
廖,liao4
廙,yi4
廚,chu2
廚子,chu2 zi5
廚師,chu2 shi1
廚房,chu2 fang2
廚藝,chu2 yi4
廚衛,chu2 wei4
廛,chan2
廝,si1
廝殺,si1 sha1
廞,xin1
廟,miao4
廟會,miao4 hui4
廠,chang3
廠區,chang3 qu1
廠商,chang3 shang1
廠家,chang3 jia1
廠房,chang3 fang2
廠牌,chang3 pai2
廠長,chang3 zhang3
廡,wu3
廢,fei4
廢品,fei4 pin3
廢墟,fei4 xu1
廢掉,fei4 diao4
廢棄,fei4 qi4
廢止,fei4 zhi3
廢氣,fei4 qi4
廢水,fei4 shui3
廢物,fei4 wu4
廢紙,fei4 zhi3
廢舊,fei4 jiu4
廢話,fei4 hua4
廢除,fei4 chu2
廣,guang3
廣交會,guang3 jiao1 hui4
廣元,guang3 yuan2
廣告,guang3 gao4
廣告主,guang3 gao4 zhu3
廣告位,guang3 gao4 wei4
廣告商,guang3 gao4 shang1
廣告宣傳,guang3 gao4 xuan1 chuan2
廣告牌,guang3 gao4 pai2
廣場,guang3 chang3
廣外,guang3 wai4
廣大,guang3 da4
廣安,guang3 an1
廣州,guang3 zhou1
廣州市,guang3 zhou1 shi4
廣度,guang3 du4
廣播,guang3 bo1
廣播劇,guang3 bo1 ju4
廣播電台,guang3 bo1 dian4 tai2
廣東,guang3 dong1
廣東人,guang3 dong1 ren2
廣東省,guang3 dong1 sheng3
廣東話,guang3 dong1 hua4
廣泛,guang3 fan4
廣為,guang3 wei2
廣義,guang3 yi4
廣西,guang3 xi1
廣角,guang3 jiao3
廣闊,guang3 kuo4
廣電,guang3 dian4
廣電總局,guang3 dian4 zong3 ju2
廥,kuai4
廧,qiang2
廨,xie4
廩,lin3
廬,lu2
廬山,lu2 shan1
廱,yong1
廳,ting1
廳長,ting1 zhang3
廴,yin3
廵,xun2
延,yan2
延伸,yan2 shen1
延安,yan2 an1
延展,yan2 zhan3
延慶,yan2 qing4
延期,yan2 qi1
延緩,yan2 huan3
延續,yan2 xu4
延誤,yan2 wu4
延遲,yan2 chi2
延邊,yan2 bian1
延長,yan2 chang2
廷,ting2
廸,di2
廹,po4
建,jian4
建國,jian4 guo2
建平,jian4 ping2
建成,jian4 cheng2
建材,jian4 cai2
建業,jian4 ye4
建構,jian4 gou4
建模,jian4 mo2
建立,jian4 li4
建築,jian4 zhu4
建築學,jian4 zhu4 xue2
建築師,jian4 zhu4 shi1
建築業,jian4 zhu4 ye4
建築物,jian4 zhu4 wu4
建華,jian4 hua2
建行,jian4 hang2
建設,jian4 she4
建設性,jian4 she4 xing4
建議,jian4 yi4
建造,jian4 zao4
廻,hui2
廼,nai3
廾,gong3
廿,nian4
弁,bian4
弄,nong4
弄到,nong4 dao4
弄懂,nong4 dong3
弄明白,nong4 ming2 bai5
弄死,nong4 si3
弄清,nong4 qing1
弄虛作假,nong4 xu1 zuo4 jia3
弄錯,nong4 cuo4
弆,ju3
弇,yan3
弈,yi4
弊,bi4
弊端,bi4 duan1
弋,yi4
弌,yi1
弍,er4
弎,san1
式,shi4
式子,shi4 zi5
式樣,shi4 yang4
弒,shi4
弓,gong1
弓箭,gong1 jian4
弔,diao4
引,yin3
引人注目,yin3 ren2 zhu4 mu4
引入,yin3 ru4
引出,yin3 chu1
引力,yin3 li4
引導,yin3 dao3
引得,yin3 de2
引戰,yin3 zhan4
引擎,yin3 qing2
引文,yin3 wen2
引流,yin3 liu2
引爆,yin3 bao4
引用,yin3 yong4
引申,yin3 shen1
引發,yin3 fa1
引言,yin3 yan2
引誘,yin3 you4
引起,yin3 qi3
引進,yin3 jin4
引領,yin3 ling3
引體向上,yin3 ti3 xiang4 shang4
弗,fu2
弗格森,fu2 ge2 sen1
弗洛伊德,fu2 luo4 yi1 de2
弗蘭克,fu2 lan2 ke4
弘,hong2
弘揚,hong2 yang2
弛,chi2
弝,ba4
弟,di4
弟兄,di4 xiong5
弟子,di4 zi3
弟弟,di4 di5
弢,tao1
弣,fu3
弤,di3
弦,xian2
弦樂,xian2 yue4
弧,hu2
弧度,hu2 du4
弧線,hu2 xian4
弨,chao1
弩,nu3
弫,zhen3
弭,mi3
弮,quan1
弰,shao1
弱,ruo4
弱勢,ruo4 shi4
弱化,ruo4 hua4
弱小,ruo4 xiao3
弱智,ruo4 zhi4
弱點,ruo4 dian3
弳,jing4
張,zhang1
張三,zhang1 san1
張力,zhang1 li4
張口,zhang1 kou3
張嘴,zhang1 zui3
張國榮,zhang1 guo2 rong2
張學友,zhang1 xue2 you3
張學良,zhang1 xue2 liang2
張家口,zhang1 jia1 kou3
張家港,zhang1 jia1 gang3
張家界,zhang1 jia1 jie4
張居正,zhang1 ju1 zheng4
張惠妹,zhang1 hui4 mei4
張愛玲,zhang1 ai4 ling2
張揚,zhang1 yang2
張曼玉,zhang1 man4 yu4
張望,zhang1 wang4
張柏芝,zhang1 bo2 zhi1
張藝謀,zhang1 yi4 mou2
張貼,zhang1 tie1
張開,zhang1 kai1
張韶涵,zhang1 shao2 han2
張飛,zhang1 fei1
弶,jiang4
強,qiang2
強人,qiang2 ren2
強制,qiang2 zhi4
強力,qiang2 li4
強加,qiang2 jia1
強勁,qiang2 jing4
強勢,qiang2 shi4
強化,qiang2 hua4
強國,qiang2 guo2
強壯,qiang2 zhuang4
強大,qiang2 da4
強姦,qiang2 jian1
強度,qiang2 du4
強弱,qiang2 ruo4
強忍,qiang3 ren3
強悍,qiang2 han4
強暴,qiang2 bao4
強有力,qiang2 you3 li4
強求,qiang3 qiu2
強烈,qiang2 lie4
強生,qiang2 sheng1
強盛,qiang2 sheng4
強盜,qiang2 dao4
強硬,qiang2 ying4
強行,qiang2 xing2
強調,qiang2 diao4
強迫,qiang3 po4
強迫症,qiang3 po4 zheng4
強隊,qiang2 dui4
強項,qiang2 xiang4
弸,peng2
弼,bi4
彀,gou4
彄,kou1
彆,bie4
彆扭,bie4 niu5
彈,dan4
彈出,tan2 chu1
彈力,tan2 li4
彈唱,tan2 chang4
彈奏,tan2 zou4
彈幕,dan4 mu4
彈性,tan2 xing4
彈指,tan2 zhi3
彈琴,tan2 qin2
彈窗,tan2 chuang1
彈簧,tan2 huang2
彈藥,dan4 yao4
彈跳,tan2 tiao4
彈道,dan4 dao4
彈頭,dan4 tou2
彉,guo1
彊,jiang4
彌,mi2
彌漫,mi2 man4
彌補,mi2 bu3
彍,guo1
彎,wan1
彎彎,wan1 wan1
彎曲,wan1 qu1
彎腰,wan1 yao1
彎路,wan1 lu4
彎道,wan1 dao4
彐,ji4
彑,ji4
彔,lu4
彖,tuan4
彗,hui4
彗星,hui4 xing1
彘,zhi4
彙,hui4
彙報,hui4 bao4
彙編,hui4 bian1
彙總,hui4 zong3
彙集,hui4 ji2
彛,yi2
彝,yi2
彝族,yi2 zu2
彠,huo4
彡,shan1
形,xing2
形勢,xing2 shi4
形容,xing2 rong2
形容詞,xing2 rong2 ci2
形式,xing2 shi4
形式主義,xing2 shi4 zhu3 yi4
形形色色,xing2 xing2 se4 se4
形態,xing2 tai4
形成,xing2 cheng2
形狀,xing2 zhuang4
形變,xing2 bian4
形象,xing2 xiang4
形體,xing2 ti3
彤,tong2
彥,yan4
彧,yu4
彩,cai3
彩信,cai3 xin4
彩妝,cai3 zhuang1
彩排,cai3 pai2
彩民,cai3 min2
彩票,cai3 piao4
彩禮,cai3 li3
彩繪,cai3 hui4
彩色,cai3 se4
彩虹,cai3 hong2
彩蛋,cai3 dan4
彩超,cai3 chao1
彩鈴,cai3 ling2
彩雲,cai3 yun2
彩電,cai3 dian4
彪,biao1
彪悍,biao1 han4
彫,diao1
彬,bin1
彭,peng2
彭德懷,peng2 de2 huai2
彰,zhang1
彰顯,zhang1 xian3
影,ying3
影像,ying3 xiang4
影后,ying3 hou4
影壇,ying3 tan2
影子,ying3 zi5
影展,ying3 zhan3
影帝,ying3 di4
影星,ying3 xing1
影片,ying3 pian4
影視,ying3 shi4
影評,ying3 ping2
影評人,ying3 ping2 ren2
影迷,ying3 mi2
影院,ying3 yuan4
影音,ying3 yin1
影響,ying3 xiang3
影響力,ying3 xiang3 li4
影響因子,ying3 xiang3 yin1 zi3
彲,chi1
彳,chi4
彴,zhuo2
彷,pang2
彷彿,fang3 fu2
彷徨,pang2 huang2
彸,zhong1
役,yi4
彼,bi3
彼岸,bi3 an4
彼得,bi3 de2
彼時,bi3 shi2
彼此,bi3 ci3
彽,chi2
彿,fu2
往,wang3
往事,wang3 shi4
往來,wang3 lai2
往前,wang3 qian2
往外,wang3 wai4
往常,wang3 chang2
往年,wang3 nian2
往往,wang3 wang3
往後,wang3 hou4
往日,wang3 ri4
往昔,wang3 xi1
往返,wang3 fan3
征,zheng1
征服,zheng1 fu2
征程,zheng1 cheng2
征途,zheng1 tu2
徂,cu2
徃,wang3
待,dai4
待人,dai4 ren2
待定,dai4 ding4
待會兒,dai1 hui4 r5
待機,dai4 ji1
待遇,dai4 yu4
徇,xun4
很,hen3
很是,hen3 shi4
徉,yang2
徊,huai2
律,lü4
律動,lü4 dong4
律師,lü4 shi1
律所,lü4 suo3
後,hou4
後世,hou4 shi4
後人,hou4 ren2
後代,hou4 dai4
後來,hou4 lai2
後備,hou4 bei4
後備箱,hou4 bei4 xiang1
後勁,hou4 jin4
後勤,hou4 qin2
後台,hou4 tai2
後天,hou4 tian1
後宮,hou4 gong1
後座,hou4 zuo4
後悔,hou4 hui3
後手,hou4 shou3
後排,hou4 pai2
後搖,hou4 yao2
後文,hou4 wen2
後方,hou4 fang1
後期,hou4 qi1
後果,hou4 guo3
後海,hou4 hai3
後盾,hou4 dun4
後端,hou4 duan1
後綴,hou4 zhui4
後續,hou4 xu4
後置,hou4 zhi4
後者,hou4 zhe3
後背,hou4 bei4
後腦勺,hou4 nao3 shao2
後腰,hou4 yao1
後衛,hou4 wei4
後裔,hou4 yi4
後視鏡,hou4 shi4 jing4
後記,hou4 ji4
後話,hou4 hua4
後路,hou4 lu4
後輩,hou4 bei4
後輪,hou4 lun2
後退,hou4 tui4
後遺症,hou4 yi2 zheng4
後邊,hou4 bian5
後門,hou4 men2
後院,hou4 yuan4
後面,hou4 mian5
後頭,hou4 tou5
後顧之憂,hou4 gu4 zhi1 you1
徐,xu2
徐克,xu2 ke4
徐匯區,xu2 hui4 qu1
徐家匯,xu2 jia1 hui4
徐州,xu2 zhou1
徐徐,xu2 xu2
徐志摩,xu2 zhi4 mo2
徑,jing4
徑直,jing4 zhi2
徒,tu2
徒勞,tu2 lao2
徒弟,tu2 di4
徒手,tu2 shou3
徒步,tu2 bu4
従,cong2
得,de2
得不償失,de2 bu4 chang2 shi1
得不到,de2 bu4 dao4
得主,de2 zhu3
得了,de2 le5
得以,de2 yi3
得來,de2 lai2
得出,de2 chu1
得分,de2 fen1
得到,de2 dao4
得力,de2 li4
得名,de2 ming2
得天獨厚,de2 tian1 du2 hou4
得失,de2 shi1
得很,de5 hen3
得心應手,de2 xin1 ying4 shou3
得意,de2 yi4
得手,de2 shou3
得獎,de2 jiang3
得當,de2 dang4
得病,de2 bing4
得益,de2 yi4
得益於,de2 yi4 yu2
得看,dei3 kan4
得知,de2 zhi1
得罪,de2 zui4
得起,de5 qi3
得逞,de2 cheng3
得體,de2 ti3
徘,pai2
徘徊,pai2 huai2
徙,xi3
徜,chang2
從,cong2
從不,cong2 bu4
從中,cong2 zhong1
從事,cong2 shi4
從何,cong2 he2
從來,cong2 lai2
從來不,cong2 lai2 bu4
從來沒,cong2 lai2 mei2
從來沒有,cong2 lai2 mei2 you3
從前,cong2 qian2
從句,cong2 ju4
從容,cong2 rong2
從小,cong2 xiao3
從未,cong2 wei4
從業,cong2 ye4
從業人員,cong2 ye4 ren2 yuan2
從業者,cong2 ye4 zhe3
從此,cong2 ci3
從沒,cong2 mei2
從而,cong2 er2
從零開始,cong2 ling2 kai1 shi3
從頭,cong2 tou2
從頭到尾,cong2 tou2 dao4 wei3
徠,lai2
御,yu4
徧,bian4
徨,huang2
復,fu4
復仇,fu4 chou2
復位,fu4 wei4
復出,fu4 chu1
復刻,fu4 ke4
復原,fu4 yuan2
復古,fu4 gu3
復工,fu4 gong1
復旦,fu4 dan4
復旦大學,fu4 dan4 da4 xue2
復活,fu4 huo2
復現,fu4 xian4
復甦,fu4 su1
復發,fu4 fa1
復習,fu4 xi2
復聯,fu4 lian2
復興,fu4 xing1
復蘇,fu4 su1
復讀,fu4 du2
循,xun2
循序漸進,xun2 xu4 jian4 jin4
循環,xun2 huan2
循環系統,xun2 huan2 xi4 tong3
循環經濟,xun2 huan2 jing1 ji4
徬,pang2
徭,yao2
微,wei1
微不足道,wei1 bu4 zu2 dao4
微乎其微,wei1 hu1 qi2 wei1
微信,wei1 xin4
微博,wei1 bo2
微商,wei1 shang1
微型,wei1 xing2
微妙,wei1 miao4
微小,wei1 xiao3
微弱,wei1 ruo4
微微,wei1 wei1
微星,wei1 xing1
微機,wei1 ji1
微波,wei1 bo1
微波爐,wei1 bo1 lu2
微生物,wei1 sheng1 wu4
微積分,wei1 ji1 fen1
微笑,wei1 xiao4
微粒,wei1 li4
微薄,wei1 bo2
微觀,wei1 guan1
微調,wei1 tiao2
微距,wei1 ju4
微軟,wei1 ruan3
微軟公司,wei1 ruan3 gong1 si1
微量,wei1 liang4
微量元素,wei1 liang4 yuan2 su4
微電子,wei1 dian4 zi3
微風,wei1 feng1
徯,xi1
徵,zheng1
徵信,zheng1 xin4
徵兆,zheng1 zhao4
徵婚,zheng1 hun1
徵收,zheng1 shou1
徵文,zheng1 wen2
徵求,zheng1 qiu2
徵稅,zheng1 shui4
徵集,zheng1 ji2
德,de2
德國,de2 guo2
德國人,de2 guo2 ren2
德州,de2 zhou1
德意志,de2 yi4 zhi4
德文,de2 wen2
德比,de2 bi3
德育,de2 yu4
德行,de2 xing2
德語,de2 yu3
德陽,de2 yang2
徹,che4
徹底,che4 di3
徹頭徹尾,che4 tou2 che4 wei3
徻,wei4
徼,jiao3
徽,hui1
徽章,hui1 zhang1
忀,xiang1
忂,qu2
心,xin1
心不在焉,xin1 bu4 zai4 yan1
心中,xin1 zhong1
心事,xin1 shi4
心儀,xin1 yi2
心力,xin1 li4
心動,xin1 dong4
心地,xin1 di4
心境,xin1 jing4
心寒,xin1 han2
心平氣和,xin1 ping2 qi4 he2
心底,xin1 di3
心得,xin1 de2
心心念念,xin1 xin1 nian4 nian4
心思,xin1 si5
心急,xin1 ji2
心性,xin1 xing4
心情,xin1 qing2
心想,xin1 xiang3
心意,xin1 yi4
心愛,xin1 ai4
心態,xin1 tai4
心慌,xin1 huang1
心懷,xin1 huai2
心扉,xin1 fei1
心智,xin1 zhi4
心機,xin1 ji1
心煩,xin1 fan2
心率,xin1 lü4
心理,xin1 li3
心理學,xin1 li3 xue2
心理學家,xin1 li3 xue2 jia1
心甘情願,xin1 gan1 qing2 yuan4
心疼,xin1 teng2
心痛,xin1 tong4
心目,xin1 mu4
心目中,xin1 mu4 zhong1
心眼,xin1 yan3
心知肚明,xin1 zhi1 du4 ming2
心碎,xin1 sui4
心神,xin1 shen2
心累,xin1 lei4
心緒,xin1 xu4
心聲,xin1 sheng1
心肌,xin1 ji1
心胸,xin1 xiong1
心腸,xin1 chang2
心臟,xin1 zang4
心臟病,xin1 zang4 bing4
心虛,xin1 xu1
心血,xin1 xue4
心血管,xin1 xue4 guan3
心跳,xin1 tiao4
心軟,xin1 ruan3
心酸,xin1 suan1
心電圖,xin1 dian4 tu2
心靈,xin1 ling2
心頭,xin1 tou2
心願,xin1 yuan4
忄,xin1
必,bi4
必不可少,bi4 bu4 ke3 shao3
必修,bi4 xiu1
必修課,bi4 xiu1 ke4
必備,bi4 bei4
必勝,bi4 sheng4
必勝客,bi4 sheng4 ke4
必定,bi4 ding4
必將,bi4 jiang1
必應,bi4 ying4
必然,bi4 ran2
必經之路,bi4 jing1 zhi1 lu4
必要,bi4 yao4
必要性,bi4 yao4 xing4
必要條件,bi4 yao4 tiao2 jian4
必需,bi4 xu1
必需品,bi4 xu1 pin3
必須,bi4 xu1
忉,dao1
忌,ji4
忌憚,ji4 dan4
忌諱,ji4 hui4
忍,ren3
忍不住,ren3 bu5 zhu4
忍受,ren3 shou4
忍心,ren3 xin1
忍無可忍,ren3 wu2 ke3 ren3
忍痛,ren3 tong4
忍者,ren3 zhe3
忍耐,ren3 nai4
忐,tan3
忐忑,tan3 te4
忑,te4
忒,te4
忕,shi4
忖,cun3
志,zhi4
志同道合,zhi4 tong2 dao4 he2
志向,zhi4 xiang4
志氣,zhi4 qi4
志願,zhi4 yuan4
志願者,zhi4 yuan4 zhe3
志願軍,zhi4 yuan4 jun1
忘,wang4
忘不了,wang4 bu5 liao3
忘卻,wang4 que4
忘掉,wang4 diao4
忘記,wang4 ji4
忙,mang2
忙於,mang2 yu2
忙活,mang2 huo5
忙碌,mang2 lu4
忝,tian3
忞,min2
忠,zhong1
忠告,zhong1 gao4
忠實,zhong1 shi2
忠心,zhong1 xin1
忠於,zhong1 yu2
忠臣,zhong1 chen2
忠誠,zhong1 cheng2
忡,chong1
忤,wu3
忪,song1
快,kuai4
快充,kuai4 chong1
快報,kuai4 bao4
快感,kuai4 gan3
快慢,kuai4 man4
快手,kuai4 shou3
快捷,kuai4 jie2
快捷方式,kuai4 jie2 fang1 shi4
快捷鍵,kuai4 jie2 jian4
快攻,kuai4 gong1
快樂,kuai4 le4
快步,kuai4 bu4
快活,kuai4 huo5
快照,kuai4 zhao4
快船,kuai4 chuan2
快要,kuai4 yao4
快訊,kuai4 xun4
快車,kuai4 che1
快速,kuai4 su4
快遞,kuai4 di4
快遞員,kuai4 di4 yuan2
快門,kuai4 men2
快餐,kuai4 can1
快點,kuai4 dian3
忬,shu1
忭,bian4
忮,zhi4
忱,chen2
忲,tai4
念,nian4
念叨,nian4 dao5
念念不忘,nian4 nian4 bu4 wang4
念書,nian4 shu1
念頭,nian4 tou5
忸,niu3
忺,xian1
忻,xin1
忽,hu1
忽必烈,hu1 bi4 lie4
忽忽,hu1 hu1
忽悠,hu1 you5
忽然,hu1 ran2
忽略,hu1 lüe4
忽略不計,hu1 lüe4 bu4 ji4
忽視,hu1 shi4
忿,fen4
怊,chao1
怍,zuo4
怎,zen3
怎樣,zen3 yang4
怎能,zen3 neng2
怎麼,zen3 me5
怎麼了,zen3 me5 le5
怎麼回事,zen3 me5 hui2 shi4
怎麼樣,zen3 me5 yang4
怎麼說呢,zen3 me5 shuo1 ne5
怎麼辦,zen3 me5 ban4
怏,yang4
怐,kou4
怒,nu4
怒吼,nu4 hou3
怒氣,nu4 qi4
怒火,nu4 huo3
怔,zheng1
怕,pa4
怕死,pa4 si3
怖,bu4
怗,tie1
怙,hu4
怚,ju4
怛,da2
思,si1
思念,si1 nian4
思想,si1 xiang3
思想家,si1 xiang3 jia1
思潮,si1 chao2
思科,si1 ke1
思索,si1 suo3
思維,si1 wei2
思維導圖,si1 wei2 dao3 tu2
思緒,si1 xu4
思考,si1 kao3
思路,si1 lu4
思辨,si1 bian4
思量,si1 liang5
怞,zhou4
怠,dai4
怡,yi2
急,ji2
急事,ji2 shi4
急促,ji2 cu4
急切,ji2 qie4
急劇,ji2 ju4
急功近利,ji2 gong1 jin4 li4
急忙,ji2 mang2
急性,ji2 xing4
急救,ji2 jiu4
急於,ji2 yu2
急用,ji2 yong4
急診,ji2 zhen3
急躁,ji2 zao4
急速,ji2 su4
急需,ji2 xu1
怦,peng1
性,xing4
性交,xing4 jiao1
性侵,xing4 qin1
性價比,xing4 jia4 bi3
性別,xing4 bie2
性命,xing4 ming4
性子,xing4 zi5
性情,xing4 qing2
性愛,xing4 ai4
性感,xing4 gan3
性慾,xing4 yu4
性教育,xing4 jiao4 yu4
性格,xing4 ge2
性狀,xing4 zhuang4
性生活,xing4 sheng1 huo2
性疾病,xing4 ji2 bing4
性病,xing4 bing4
性福,xing4 fu2
性能,xing4 neng2
性行為,xing4 xing2 wei2
性質,xing4 zhi4
性騷擾,xing4 sao1 rao3
怨,yuan4
怨念,yuan4 nian4
怨恨,yuan4 hen4
怨氣,yuan4 qi4
怨言,yuan4 yan2
怩,ni2
怪,guai4
怪不得,guai4 bu5 de5
