# Mandarin Pinyin dictionary derived from CC-CEDICT (CC BY-SA 4.0)
# Toneless continuous keys; u: and ü are normalized to v.
# Noncanonical readings and non-Han headwords are excluded before shipping.
# Source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# Source date: 2026-07-12T16:23:25Z
# Source SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# CC-CEDICT format: version=1; subversion=0
# Fallback frequency: single character=0.3000; two-character word=0.2500; multi-character phrase=0.2000.
# Canonical persisted override: mao->貓=1.0000.
# Runtime budgets: rows<=130000; bytes<=4194304; fanout<=256; key_length<=72.
pinyin,chinese,freq
caiqi,才氣,0.2500
caiqi,菜畦,0.2500
caiqie,裁切,0.2500
caiqiguoren,才氣過人,0.2000
caiqu,採取,0.5120
caiquan,彩券,0.2500
caiquan,猜拳,0.2500
caiquan,財權,0.2500
caiquxingdong,採取行動,0.2000
cairan,纔然,0.2500
cairen,裁人,0.2500
cairu,菜茹,0.2500
caise,彩色,0.3407
caise,菜色,0.2500
caisebi,彩色筆,0.2000
caisedianshi,彩色電視,0.2000
caishachang,採砂場,0.2000
caishache,踩剎車,0.2000
caishen,財神,0.2809
caisheng,彩聲,0.2500
caisheng,采聲,0.2500
caishenye,財神爺,0.2000
caishi,才識,0.2500
caishi,採食,0.2500
caishi,菜市,0.2500
caishi,菜式,0.2500
caishi,財勢,0.2500
caishichang,菜市場,0.2955
caishichang,採石場,0.2000
caishichangming,菜市場名,0.2000
caishiguoren,才識過人,0.2000
caishijiao,踩失腳,0.2000
caishiziming,菜市仔名,0.2000
caishou,採收,0.2500
caishoulv,採收率,0.2000
caishu,菜蔬,0.2500
caishui,財稅,0.2975
caishui,踩水,0.2500
caishuiting,財稅廳,0.2000
caishuxueqian,才疏學淺,0.2000
caisi,才思,0.2500
caisigongsi,蔡司公司,0.2000
caisu,彩塑,0.2500
caita,踩踏,0.2500
caitai,裁汰,0.2500
caitou,彩頭,0.2500
caitou,菜頭,0.2500
caitouguo,菜頭粿,0.2000
caituan,財團,0.2537
caiwu,財務,0.5096
caiwu,財物,0.2977
caiwudachen,財務大臣,0.2000
caiwumishu,財務秘書,0.2000
caiwuruanjian,財務軟件,0.2000
caiwuzaibaoxian,財務再保險,0.2000
caiwuziyou,財務自由,0.2000
caixi,菜系,0.2576
caixia,彩霞,0.2500
caixian,踩線,0.2500
caixiang,猜想,0.3402
caixiang,蔡襄,0.2500
caixiang,財相,0.2500
caixiantuan,踩線團,0.2000
caixin,彩信,0.2884
caixin,菜心,0.2500
caixing,採行,0.2500
caixue,才學,0.2500
caiyan,菜燕,0.2500
caiyang,採樣,0.3755
caiyanglv,採樣率,0.2000
caiyao,菜餚,0.2655
caiyi,才藝,0.2548
caiyi,彩衣,0.2500
caiyi,采邑,0.2500
caiyi,猜疑,0.2492
caiyilin,蔡依林,0.2714
caiyin,彩印,0.2500
caiyingwen,蔡英文,0.2000
caiyixiu,才藝秀,0.2000
caiyong,採用,0.6771
caiyou,採油,0.2500
caiyou,菜油,0.2500
caiyu,彩鷸,0.2500
caiyuan,裁員,0.3679
caiyuan,才媛,0.2500
caiyuan,菜園,0.2500
caiyuan,財源,0.2500
caiyuangungun,財源滾滾,0.2000
caiyuanpei,蔡元培,0.2000
caiyun,彩雲,0.2491
caize,採擇,0.2500
caizhai,採摘,0.2571
caizhang,財長,0.2500
caizhao,猜著,0.2500
caizheng,財政,0.3995
caizheng,採證,0.2500
caizhengbu,財政部,0.3062
caizhengbuzhang,財政部長,0.2000
caizhengdachen,財政大臣,0.2000
caizhengniandu,財政年度,0.2000
caizhi,材質,0.5488
caizhi,才智,0.2500
caizhi,採脂,0.2500
caizhi,採製,0.2500
caizhi,裁製,0.2500
caizhiji,裁紙機,0.2000
caizhizhong,蔡志忠,0.2000
caizhong,採種,0.2500
caizhong,猜中,0.2500
caizhu,採珠,0.2500
caizhu,財主,0.2500
caizhuang,彩妝,0.2609
caizi,才子,0.2633
caizi,菜籽,0.2500
caizijiaren,才子佳人,0.2000
caiziyou,菜籽油,0.2000
cajianerguo,擦肩而過,0.2596
caliang,擦亮,0.2500
caliangyanjing,擦亮眼睛,0.2000
calve,擦掠,0.2500
camo,擦抹,0.2500
can,慘,0.3838
can,殘,0.3221
can,餐,0.3029
can,㕘,0.3000
can,參,0.2883
can,燦,0.2638
can,蠶,0.2541
can,慚,0.2392
can,璨,0.2367
can,粲,0.2361
can,孱,0.2292
can,驂,0.2283
can,喰,0.2281
can,歺,0.2234
can,黲,0.2214
can,叅,0.2213
can,憯,0.2197
can,飡,0.2189
can,慙,0.2175
can,朁,0.2170
can,湌,0.2149
canan,慘案,0.2529
canao,殘奧,0.2500
canaohui,殘奧會,0.2524
canbai,慘敗,0.2850
canbai,慘白,0.2500
canbai,殘敗,0.2500
canbai,參拜,0.2479
canban,參半,0.2500
canbao,殘暴,0.2728
canbaobao,蠶寶寶,0.2000
canben,殘本,0.2500
canbian,慘變,0.2500
canbingbaijiang,殘兵敗將,0.2000
canbo,蠶箔,0.2500
canbo,蠶薄,0.2500
canbu,殘部,0.2500
canburendu,慘不忍睹,0.2916
canburenwen,慘不忍聞,0.2000
cancai,蠶菜,0.2500
cancan,璨璨,0.2500
canchan,參禪,0.2500
canchashengfan,殘茶剩飯,0.2000
canche,餐車,0.2500
canchuan,殘喘,0.2500
canci,殘次,0.2500
cancipin,殘次品,0.2000
cancong,蠶叢,0.2500
cancu,蠶蔟,0.2500
cancun,殘存,0.2500
canda,慘怛,0.2500
candan,慘淡,0.2690
candan,慘澹,0.2500
candanjingying,慘淡經營,0.2000
candao,餐刀,0.2500
candi,殘敵,0.2500
candian,餐點,0.2500
candonglayue,殘冬臘月,0.2000
candou,蠶豆,0.2500
candouzheng,蠶豆症,0.2000
candu,慘毒,0.2500
candu,殘毒,0.2500
cane,蠶蛾,0.2500
canfangtuan,參訪團,0.2000
canfei,殘廢,0.2494
cang,藏,0.3576
cang,倉,0.3356
cang,蒼,0.2836
cang,艙,0.2702
cang,滄,0.2599
cang,傖,0.2284
cang,鑶,0.2211
cang,鶬,0.2191
cang,凔,0.2188
cangbai,蒼白,0.2913
cangbaise,蒼白色,0.2000
cangbaiwuli,蒼白無力,0.2000
cangbaotu,藏寶圖,0.2000
cangbaoxiang,藏寳箱,0.2000
cangbeishanque,蒼背山雀,0.2000
cangcang,蒼蒼,0.2500
cangcangyeye,藏藏掖掖,0.2000
cangchu,倉儲,0.2654
cangcu,倉促,0.2623
cangcu,倉卒,0.2500
cangcu,倉猝,0.2500
cangcui,蒼翠,0.2500
cangduo,藏躲,0.2500
cangeng,殘羹,0.2500
cangengshengfan,殘羹剩飯,0.2000
canger,蒼耳,0.2500
cangfang,艙房,0.2500
cangfu,倉敷,0.2500
canggeng,倉庚,0.2500
canggeng,鶬鶊,0.2500
canggou,蒼狗,0.2500
canggounawu,藏垢納污,0.2000
canghaisangtian,滄海桑田,0.2000
canghaiyisu,滄海一粟,0.2000
canghaiyizhu,滄海遺珠,0.2000
canghuang,倉惶,0.2500
canghuang,倉皇,0.2500
canghuang,倉黃,0.2500
canghuang,蒼惶,0.2500
canghuang,蒼黃,0.2500
canghuangchutao,倉皇出逃,0.2000
canghuangshicuo,倉皇失措,0.2000
cangjia,藏家,0.2500
cangjian,藏奸,0.2500
cangjie,倉頡,0.2500
cangjing,蒼勁,0.2500
cangjingdong,藏經洞,0.2000
cangjingren,藏鏡人,0.2000
cangku,倉庫,0.3832
canglangting,滄浪亭,0.2000
canglao,蒼老,0.2518
cangliang,蒼涼,0.2485
canglin,倉廩,0.2500
canglong,滄龍,0.2500
canglong,蒼龍,0.2500
canglongke,滄龍科,0.2000
canglongwohu,藏龍臥虎,0.2000
canglu,蒼鷺,0.2500
cangmang,蒼茫,0.2500
cangmang,蒼莽,0.2500
cangmaomao,藏貓貓,0.2000
cangmaor,藏貓兒,0.2000
cangmaoxingjibing,藏毛性疾病,0.2000
cangmeihuangying,蒼眉蝗鶯,0.2000
cangnan,蒼南,0.2500
cangnanxian,蒼南縣,0.2000
cangni,藏匿,0.2500
cangpin,藏品,0.2521
cangqidaishi,藏器待時,0.2000
cangqiong,蒼穹,0.2505
cangsang,滄桑,0.2779
cangsanggan,滄桑感,0.2000
cangshan,倉山,0.2500
cangshanqu,倉山區,0.2000
cangshen,藏身,0.2500
cangshenchu,藏身處,0.2000
cangsheng,蒼生,0.2500
cangshengtutan,蒼生塗炭,0.2000
cangshenzhichu,藏身之處,0.2000
cangshu,藏書,0.2550
cangshu,倉鼠,0.2500
cangshupiao,藏書票,0.2000
cangsi,藏私,0.2500
cangsongcuibai,蒼松翠柏,0.2000
cangtian,蒼天,0.2582
cangtouluwei,藏頭露尾,0.2000
cangtouyanque,蒼頭燕雀,0.2000
cangu,參股,0.2781
canguan,參觀,0.3689
canguan,餐館,0.3271
cangwaihuodong,艙外活動,0.2000
cangwei,倉位,0.3702
cangwei,艙位,0.2500
cangwu,蒼梧,0.2500
cangwunagou,藏污納垢,0.2000
cangwuxian,蒼梧縣,0.2000
cangxi,蒼溪,0.2500
cangxian,滄縣,0.2500
cangxixian,蒼溪縣,0.2000
cangye,藏掖,0.2500
cangying,蒼蠅,0.2891
cangying,蒼鷹,0.2500
cangyingbudingwufengdan,蒼蠅不叮無縫蛋,0.2000
cangyinglaohu,蒼蠅老虎,0.2000
cangyingpai,蒼蠅拍,0.2000
cangyingzuo,蒼蠅座,0.2000
cangyu,蒼鬱,0.2500
cangyuan,滄源,0.2500
cangyuanwazuzizhixian,滄源佤族自治縣,0.2000
cangyuanxian,滄源縣,0.2000
cangzhou,滄州,0.2538
cangzhoushi,滄州市,0.2000
cangzhu,蒼術,0.2500
cangzhuo,藏拙,0.2500
cangzong,藏蹤,0.2500
canhai,殘害,0.2500
canhai,殘骸,0.2492
canhe,參劾,0.2500
canhong,慘紅,0.2500
canhoujiu,餐後酒,0.2000
canhuabailiu,殘花敗柳,0.2000
canhui,參會,0.2648
canhui,餐會,0.2500
canhuo,慘禍,0.2500
canji,殘疾,0.2904
canjia,參加,0.6241
canjian,參見,0.3674
canjian,蠶繭,0.2500
canjianzhi,蠶繭紙,0.2000
canjiao,慘叫,0.2504
canjiao,參校,0.2500
canjiazhe,參加者,0.2000
canjier,殘疾兒,0.2000
canjin,餐巾,0.2500
canjing,慘境,0.2500
canjing,慘景,0.2500
canjing,殘莖,0.2500
canjinzhi,餐巾紙,0.2000
canjiren,殘疾人,0.2994
canjiuguan,餐酒館,0.2000
canju,餐具,0.2873
canju,殘局,0.2591
canju,慘劇,0.2500
canjuan,殘卷,0.2500
canjuerenhuan,慘絕人寰,0.2000
canjun,參軍,0.2491
cankaer,參卡爾,0.2000
cankan,參看,0.2591
cankao,參考,0.6360
cankaocailiao,參考材料,0.2000
cankaoshu,參考書,0.3393
cankaotuoqiuti,參考橢球體,0.2000
cankaowenxian,參考文獻,0.3429
cankaoxi,參考系,0.2000
cankaoxiaoxi,參考消息,0.2000
cankaoziliao,參考資料,0.3144
canku,殘酷,0.3915
canku,慘酷,0.2500
cankuake,粲夸克,0.2000
cankuang,慘況,0.2500
cankui,慚愧,0.2821
cankuwuqing,殘酷無情,0.2000
canlan,燦爛,0.3278
canlanduocai,燦爛多彩,0.2000
canliang,參量,0.2500
canliangkongjian,參量空間,0.2000
canlie,慘烈,0.2950
canliu,殘留,0.3245
canliuwu,殘留物,0.2000
canlu,慘戮,0.2500
canmei,璨美,0.2500
canmian,蠶眠,0.2500
canminhaiwu,殘民害物,0.2000
canmo,殘膜,0.2500
canmou,參謀,0.2633
canmouzhang,參謀長,0.2529
canmouzongzhang,參謀總長,0.2000
cannian,殘念,0.2500
cannianduanjing,殘年短景,0.2000
cannong,蠶農,0.2500
cannve,殘虐,0.2500
canpai,餐牌,0.2500
canpin,殘品,0.2500
canpo,殘破,0.2500
canqianjiu,餐前酒,0.2000
canque,殘缺,0.2539
canran,慘然,0.2500
canran,粲然,0.2500
canren,殘忍,0.3799
canruofanxing,燦若繁星,0.2000
cansai,參賽,0.3169
cansaizhe,參賽者,0.2479
cansha,慘殺,0.2500
cansha,殘殺,0.2500
cansha,蠶沙,0.2500
canshan,蠶山,0.2500
cansheng,殘生,0.2500
canshi,慘事,0.2500
canshi,蠶食,0.2500
canshi,餐室,0.2500
canshi,餐食,0.2500
canshijingtun,蠶食鯨吞,0.2000
canshu,參數,0.5511
cansi,慘死,0.2500
cansi,蠶絲,0.2500
cansun,參孫,0.2500
cantian,參天,0.2500
canting,餐廳,0.5010
cantong,慘痛,0.2510
cantou,參透,0.2500
cantou,孱頭,0.2500
canwu,參悟,0.2500
canwurendao,慘無人道,0.2000
canxiang,參詳,0.2500
canxiang,殘香,0.2500
canxiao,慘笑,0.2500
canxiao,燦笑,0.2500
canxuan,參選,0.2534
canxuanlv,參選率,0.2000
canxuanren,參選人,0.2000
canyan,參演,0.2500
canyan,餐宴,0.2500
canye,參謁,0.2500
canyi,參議,0.2500
canyi,蠶蟻,0.2500
canyin,餐飲,0.3728
canyindian,餐飲店,0.2000
canying,殘影,0.2500
canyinye,餐飲業,0.2536
canyiyuan,參議員,0.2000
canyiyuan,參議院,0.2000
canyong,蠶蛹,0.2500
canyu,參與,0.6153
canyu,參預,0.2500
canyu,璨玉,0.2500
canyu,殘餘,0.2492
canyuan,參院,0.2500
canyuan,殘垣,0.2500
canyuanbaibi,殘垣敗壁,0.2000
canyuanduanbi,殘垣斷壁,0.2000
canyue,殘月,0.2500
canyue,參閱,0.2486
canyuwu,殘餘物,0.2000
canyuzhe,參與者,0.3406
canza,參雜,0.2500
canzan,參贊,0.2500
canzao,慘遭,0.2587
canzaobuxing,慘遭不幸,0.2000
canzha,殘渣,0.2500
canzhan,參展,0.2880
canzhan,參戰,0.2495
canzhang,殘障,0.2500
canzhao,參照,0.3732
canzhaoxi,參照系,0.2000
canzhayunie,殘渣餘孽,0.2000
canzheng,參政,0.2500
canzhengquan,參政權,0.2000
canzhi,殘值,0.2500
canzhi,殘肢,0.2500
canzhi,蠶紙,0.2500
canzhong,慘重,0.2599
canzhong,蠶種,0.2500
canzhu,殘株,0.2500
canzhuang,慘狀,0.2500
canzhuo,餐桌,0.3066
canzhuo,參酌,0.2500
canzhuoyan,餐桌鹽,0.2000
canzhuozhuanpan,餐桌轉盤,0.2000
canzi,蠶子,0.2500
cao,草,0.4793
cao,操,0.4712
cao,曹,0.3601
cao,槽,0.2897
cao,艹,0.2463
cao,糙,0.2455
cao,肏,0.2441
cao,漕,0.2428
cao,嘈,0.2412
cao,艚,0.2310
cao,艸,0.2256
cao,懆,0.2241
cao,螬,0.2201
cao,蓸,0.2185
cao,撡,0.2148
cao,鄵,0.2137
caoan,草案,0.2853
caobaiyu,曹白魚,0.2000
caoban,操辦,0.2500
caobao,草包,0.2500
caoben,草本,0.2500
caobenzhiwu,草本植物,0.2000
caobi,操屄,0.2500
caobi,操逼,0.2500
caobi,肏屄,0.2500
caobi,肏逼,0.2500
caobian,草編,0.2500
caobiao,草標,0.2500
caobuxing,曹不興,0.2000
caocan,曹參,0.2500
caocao,曹操,0.5452
caocao,草草,0.2596
caocaoliaoshi,草草了事,0.2000
caocaoshoubing,草草收兵,0.2000
caocaoshouchang,草草收場,0.2000
caochang,操場,0.2855
caochang,草場,0.2500
caoche,槽車,0.2500
caochi,操持,0.2500
caochilei,槽齒類,0.2000
caochimu,槽齒目,0.2000
caochong,曹沖,0.2500
caochuang,草創,0.2500
caochuanjiejian,草船借箭,0.2000
caocong,草叢,0.2500
caodan,操蛋,0.2500
caodan,肏蛋,0.2500
caodao,操刀,0.2500
caodaoshou,操刀手,0.2000
caodaqing,草大青,0.2000
caodi,草地,0.2829
caodian,槽點,0.3044
caodian,操典,0.2500
caodian,草墊,0.2500
caodian,草甸,0.2500
caodianzi,草墊子,0.2000
caodiliu,草地鷚,0.2000
caoduo,操舵,0.2500
caoduoshi,操舵室,0.2000
caofa,操法,0.2500
caofang,槽坊,0.2500
caofeidian,曹妃甸,0.2000
caofeidianqu,曹妃甸區,0.2000
caofufake,操斧伐柯,0.2000
caogan,草稈,0.2500
caogang,槽鋼,0.2500
caogangchuan,曹剛川,0.2000
caogao,草稿,0.2678
caogen,草根,0.2778
caogenwangmin,草根網民,0.2000
caogu,操觚,0.2500
caogu,草菇,0.2500
caoguo,草果,0.2500
caohai,草海,0.2500
caohang,操航,0.2500
caohe,漕河,0.2500
caoji,草雞,0.2500
caojian,草薦,0.2500
caojianrenming,草菅人命,0.2000
caojierenming,草芥人命,0.2000
caojinghua,曹靖華,0.2000
caoke,操課,0.2500
caokong,操控,0.4542
caokong,槽孔,0.2500
caokou,草寇,0.2500
caokun,曹錕,0.2500
caolao,操勞,0.2500
caolian,操練,0.2500
caoliang,漕糧,0.2500
caoliao,草料,0.2500
caolu,草鷺,0.2500
caolvchong,草履蟲,0.2000
caolvliying,草綠籬鶯,0.2000
caoma,草碼,0.2500
caomang,草莽,0.2500
caomanlingyu,草滿囹圄,0.2000
caomao,草帽,0.2500
caomei,草莓,0.3290
caomeizu,草莓族,0.2000
caomeng,草蜢,0.2500
caomi,糙米,0.2500
caomianneizhiwang,糙面內質網,0.2000
caomin,草民,0.2500
caomu,草木,0.2529
caomuhui,草木灰,0.2000
caomujiebing,草木皆兵,0.2000
caomuniaoshou,草木鳥獸,0.2000
caoni,草擬,0.2500
caonima,操你媽,0.2000
caonima,肏你媽,0.2000
caonima,草泥馬,0.2000
caonong,操弄,0.2500
caopa,草耙,0.2500
caopan,操盤,0.2689
caopanshou,操盤手,0.2550
caopazi,草爬子,0.2000
caopi,曹丕,0.4458
caopi,草皮,0.2500
caopibing,糙皮病,0.2000
caoping,草坪,0.2817
caoping,操坪,0.2500
caopingji,草坪機,0.2000
caoqie,操切,0.2500
caoqingling,草蜻蛉,0.2000
caoshan,草山,0.2500
caoshanhu,草珊瑚,0.2000
caoshen,操神,0.2500
caoshi,草食,0.2500
caoshican,草石蠶,0.2000
caoshidongwu,草食動物,0.2000
caoshou,操守,0.2500
caoshu,草書,0.2500
caoshuai,草率,0.2479
caoshuaishoubing,草率收兵,0.2000
caosi,草飼,0.2500
caosuan,草酸,0.2500
caotaibanzi,草臺班子,0.2000
caoti,草體,0.2500
caotou,槽頭,0.2500
caotu,草圖,0.2572
caowei,曹魏,0.3316
caowei,槽位,0.2500
caowu,草屋,0.2500
caoxi,草蓆,0.2500
caoxian,曹縣,0.2500
caoxiao,草鴞,0.2500
caoxie,草鞋,0.2500
caoxin,操心,0.3100
caoxing,操行,0.2500
caoxueqin,曹雪芹,0.2000
caoya,槽牙,0.2500
caoyan,操演,0.2500
caoyao,草藥,0.2556
caoyu,曹禺,0.2500
caoyu,草魚,0.2500
caoyuan,草原,0.3581
caoyuanbailing,草原百靈,0.2000
caoyuandiao,草原鵰,0.2000
caoyuanhuibolao,草原灰伯勞,0.2000
caoyuanjuxi,草原巨蜥,0.2000
caoyuanyao,草原鷂,0.2000
caoyun,漕運,0.2500
caoyuzhang,曹餘章,0.2000
caoza,嘈雜,0.2683
caozasheng,嘈雜聲,0.2000
caozhi,曹植,0.2955
caozhi,草紙,0.2500
caozhiguoji,操之過急,0.2000
caozhou,操舟,0.2500
caozi,草籽,0.2500
caozitour,草字頭兒,0.2000
caozong,操縱,0.3642
caozonggan,操縱桿,0.2000
caozongziru,操縱自如,0.2000
caozuo,操作,0.7187
caozuofu,操作符,0.2000
caozuoguicheng,操作規程,0.2000
caozuohuanjing,操作環境,0.2000
caozuoshu,操作數,0.2000
caozuotai,操作台,0.2000
caozuoxitong,操作系統,0.4603
caozuoyuan,操作員,0.2487
caozuozhe,操作者,0.2000
capigu,擦屁股,0.2539
caqiangzouhuo,擦槍走火,0.2000
cashang,擦傷,0.2500
cashenerguo,擦身而過,0.2000
cashi,擦拭,0.2697
casi,擦絲,0.2500
cawanbu,擦碗布,0.2000
cawangqiu,擦網球,0.2000
caxi,擦洗,0.2500
caxie,擦寫,0.2500
caxiedian,擦鞋墊,0.2000
cayin,擦音,0.2500
cayou,擦油,0.2500
cazao,擦澡,0.2500
cazhuang,擦撞,0.2500
cazi,擦子,0.2500
ce,測,0.3723
ce,側,0.3400
ce,䇲,0.3000
ce,冊,0.2984
ce,策,0.2856
ce,廁,0.2443
ce,惻,0.2341
ce,畟,0.2174
ce,筞,0.2162
ce,萴,0.2162
ce,茦,0.2138
ce,厠,0.2029
ce,筴,0.2001
cebao,測報,0.2500
cebi,側壁,0.2500
cebianlan,側邊欄,0.2000
cechui,測錘,0.2500
cedaopang,側刀旁,0.2000
ceding,測定,0.3160
cediqulv,測地曲率,0.2000
cedixian,測地線,0.2000
cedixianqulv,測地線曲率,0.2000
cedong,策動,0.2500
cedu,測度,0.2500
ceduo,測度,0.2500
ceer,側耳,0.2500
cefan,側翻,0.2500
cefan,策反,0.2500
cefeng,側鋒,0.2500
cefeng,冊封,0.2500
cefuyuangui,冊府元龜,0.2000
cegen,側根,0.2500
ceheng,冊亨,0.2500
cehengxian,冊亨縣,0.2000
cehua,策劃,0.5191
cehua,策畫,0.2500
cehuangqi,測謊器,0.2000
cehuangyi,測謊儀,0.2000
cehuaren,策劃人,0.2000
cehui,測繪,0.2640
ceji,側記,0.2500
cejin,側近,0.2500
cejin,策進,0.2500
cejingqi,測徑器,0.2000
ceju,廁具,0.2500
ceju,測距,0.2500
cejuyi,測距儀,0.2000
cekong,測控,0.2481
cekongfan,側空翻,0.2000
cele,策勒,0.2500
celexian,策勒縣,0.2000
celi,冊歷,0.2500
celi,冊立,0.2500
celi,策勵,0.2500
celian,側鏈,0.2500
celiang,測量,0.4785
celiangchuan,測量船,0.2000
celianggongju,測量工具,0.2000
celu,側錄,0.2500
celun,策論,0.2500
celve,策略,0.6627
cema,策馬,0.2500
cemen,側門,0.2500
cemian,側面,0.4047
cemou,策謀,0.2500
cemu,側目,0.2500
cen,參,0.2883
cen,岑,0.2565
cen,涔,0.2387
cen,嵾,0.2168
cenci,參差,0.2500
cencibuqi,參差不齊,0.2694
cencicuoluo,參差錯落,0.2000
ceng,曾,0.5535
ceng,層,0.4549
ceng,蹭,0.2872
ceng,噌,0.2386
ceng,嶒,0.2277
cengbao,層報,0.2500
cengceng,層層,0.3223
cengcengchuanda,層層傳達,0.2000
cengcengjiama,層層加碼,0.2000
cengche,蹭車,0.2500
cengchi,蹭吃,0.2500
cengchicenghe,蹭吃蹭喝,0.2000
cengchubuqiong,層出不窮,0.3243
cengci,層次,0.5309
cengcifenming,層次分明,0.2000
cengdeng,蹭蹬,0.2500
cengdie,層疊,0.2500
cengfan,蹭飯,0.2500
cengji,層級,0.3803
cengjiheshi,曾幾何時,0.2000
cengjing,曾經,0.6794
cengjingcanghai,曾經滄海,0.2000
cengjiyun,層積雲,0.2000
cengke,蹭課,0.2500
cengli,層理,0.2500
cengliu,層流,0.2500
cenglou,層樓,0.2540
cengluan,層巒,0.2500
cengluandiezhang,層巒疊嶂,0.2000
cengmian,層面,0.6232
cengong,岑鞏,0.2500
cengongxian,岑鞏縣,0.2000
cengredu,蹭熱度,0.2000
cengwang,蹭網,0.2500
cengxiandiechu,層見疊出,0.2000
cengxiandiechu,層見迭出,0.2000
cengya,層壓,0.2500
cengyan,層巖,0.2500
cengyashituixiao,層壓式推銷,0.2000
cengyun,層雲,0.2500
cengzhuang,層狀,0.2500
cengzi,層子,0.2500
cenpeng,岑彭,0.2500
cenxi,岑溪,0.2500
cenxishi,岑溪市,0.2000
ceping,測評,0.4579
ceshen,側身,0.2500
ceshen,廁身,0.2500
ceshen,測深,0.2500
ceshengdongwu,側生動物,0.2000
ceshi,測試,0.6700
ceshi,側室,0.2500
ceshi,策士,0.2500
ceshi,策試,0.2500
ceshiqi,測試器,0.2000
ceshoufan,側手翻,0.2000
cesu,測速,0.2500
cesuan,測算,0.2912
cesuo,廁所,0.4053
cetang,側躺,0.2500
cetian,測天,0.2500
cewen,測溫,0.2500
cewen,策問,0.2500
cewenqiang,測溫槍,0.2000
cewo,側臥,0.2500
cexie,側寫,0.2500
cexinshu,測心術,0.2000
cexu,測序,0.3041
ceya,側芽,0.2500
ceyan,測驗,0.2606
ceyin,惻隱,0.2500
ceying,側影,0.2500
ceying,策應,0.2500
ceyinzhixin,惻隱之心,0.2000
ceyuandi,策源地,0.2000
ceyun,測孕,0.2500
cezai,側載,0.2500
cezhan,策展,0.2500
cezhanren,策展人,0.2000
cezhi,廁紙,0.2500
cezhi,測知,0.2500
cezhong,側重,0.3590
cezhongdian,側重點,0.2994
cezi,冊子,0.2500
cezu,廁足,0.2500
cha,差,0.5868
cha,查,0.5509
cha,茶,0.4175
cha,插,0.3894
cha,𥻗,0.3000
cha,叉,0.2815
cha,察,0.2653
cha,剎,0.2534
cha,茬,0.2533
cha,搽,0.2500
cha,岔,0.2444
cha,槎,0.2379
cha,奼,0.2370
cha,喳,0.2361
cha,檫,0.2360
cha,汊,0.2359
cha,碴,0.2359
cha,詫,0.2345
cha,杈,0.2335
cha,嚓,0.2328
cha,衩,0.2321
cha,楂,0.2316
cha,鍤,0.2314
cha,餷,0.2296
cha,鑔,0.2295
cha,嵖,0.2279
cha,侘,0.2268
cha,揷,0.2247
cha,猹,0.2244
cha,扠,0.2240
cha,垞,0.2237
cha,臿,0.2209
cha,詧,0.2201
cha,艖,0.2193
cha,蹅,0.2164
chaansuan,茶胺酸,0.2000
chaban,插班,0.2500
chaban,查辦,0.2485
chabao,茶包,0.2500
chabei,茶杯,0.2532
chabie,差別,0.5865
chabo,插播,0.2500
chaboguanggao,插播廣告,0.2000
chabu,插補,0.2500
chabuchaer,察布查爾,0.2000
chabuchaerxian,察布查爾縣,0.2000
chabuchaerxibozizhixian,察布查爾錫伯自治縣,0.2000
chabuduo,差不多,0.6807
chabuduode,差不多的,0.2000
chabuli,差不離,0.2000
chabulir,差不離兒,0.2000
chabushangshou,插不上手,0.2000
chacao,插槽,0.2641
chacha,喳喳,0.2500
chacha,察察,0.2500
chachao,查抄,0.2500
chachaweiming,察察為明,0.2000
chache,叉車,0.2497
chacheng,叉乘,0.2500
chachi,差池,0.2500
chachi,差遲,0.2500
chachi,茶匙,0.2500
chachinanfei,插翅難飛,0.2000
chachu,查處,0.3239
chachu,查出,0.2971
chacuo,差錯,0.2604
chadai,茶袋,0.2500
chadao,岔道,0.2500
chadao,茶道,0.2500
chade,查德,0.2500
chadeduo,差得多,0.2000
chadi,茬地,0.2500
chadian,差點,0.4758
chadian,查點,0.2500
chadian,茶點,0.2500
chadianmei,差點沒,0.2000
chadianr,差點兒,0.2000
chadiao,岔調,0.2500
chadiao,查調,0.2500
chadongchilun,差動齒輪,0.2000
chadui,插隊,0.2500
chadui,查對,0.2500
chae,差額,0.2665
chae,差訛,0.2500
chaerhanyanhu,察爾汗鹽湖,0.2000
chaersi,查爾斯,0.2638
chaersidun,查爾斯頓,0.2000
chaexuanju,差額選舉,0.2000
chafanbusi,茶飯不思,0.2000
chafang,察訪,0.2500
chafang,查房,0.2500
chafang,查訪,0.2500
chafang,茶坊,0.2500
chafang,茶房,0.2500
chafanwuxin,茶飯無心,0.2000
chafen,差分,0.2500
chafenfangcheng,差分方程,0.2000
chafeng,查封,0.2549
chagang,查崗,0.2500
chagang,茶缸,0.2500
chagangzi,茶缸子,0.2000
chagesiqundao,查戈斯群島,0.2000
chagetai,察合臺,0.2000
chagou,茶垢,0.2500
chaguan,茶館,0.2609
chaguan,插管,0.2500
chaguanr,茶館兒,0.2000
chahaer,察哈爾,0.2000
chahaeryouyihouqi,察哈爾右翼後旗,0.2000
chahaeryouyiqianqi,察哈爾右翼前旗,0.2000
chahaeryouyizhongqi,察哈爾右翼中旗,0.2000
chahe,查核,0.2500
chahese,茶褐色,0.2000
