text,jyutping
大軍,daai6 gwan1
大道,daai6 dou6
大選,daai6 syun2
大部分,daai6 bou6 fan6
大都,daai6 dou1
大酒店,daai6 zau2 dim3
大量,daai6 loeng6
大門,daai6 mun4
大門口,daai6 mun4 hau2
大閘蟹,daai6 zaap6 haai5
大阪,daai6 baan2
大陸,daai6 luk6
大隊,daai6 deoi2
大雨,daai6 jyu5
大雪,daai6 syut3
大頭,daai6 tau2
大頭貼,daai6 tau4 tip3
大額,daai6 ngaak2
大風,daai6 fung1
大餅,daai6 beng2
大餐,daai6 caan1
大馬,daai6 maa5
大驚小怪,daai6 geng1 siu2 gwaai3
大體,daai6 tai2
大魚,daai6 jyu2
大麥,daai6 mak6
大麻,daai6 maa4
夨,zak1
天,tin1
天上,tin1 soeng6
天下,tin1 haa6
天主教,tin1 zyu2 gaau3
天亮,tin1 loeng6
天佑,tin1 jau6
天使,tin1 si3
天價,tin1 gaa3
天分,tin1 fan6
天后,tin1 hau6
天命,tin1 ming6
天國,tin1 gwok3
天地,tin1 dei6
天堂,tin1 tong4
天壇,tin1 taan4
天壤之別,tin1 joeng6 zi1 bit6
天天,tin1 tin1
天子,tin1 zi2
天差地別,tin1 caa1 dei6 bit6
天平,tin1 ping4
天性,tin1 sing3
天意,tin1 ji3
天才,tin1 coi4
天敵,tin1 dik6
天文,tin1 man4
天文學,tin1 man4 hok6
天晴,tin1 cing4
天書,tin1 syu1
天橋,tin1 kiu4
天氣,tin1 hei3
天津,tin1 zeon1
天涯,tin1 ngaai4
天涯海角,tin1 ngaai4 hoi2 gok3
天災,tin1 zoi1
天然,tin1 jin4
天然氣,tin1 jin4 hei3
天王,tin1 wong4
天理,tin1 lei5
天生,tin1 saang1
天皇,tin1 wong4
天真,tin1 zan1
天秤,tin1 ping4
天秤座,tin1 ping4 zo6
天空,tin1 hung1
天窗,tin1 coeng1
天籟,tin1 laai6
天線,tin1 sin3
天色,tin1 sik1
天花,tin1 faa1
天花板,tin1 faa1 baan2
天蠍座,tin1 kit3 zo6
天賦,tin1 fu3
天賦異稟,tin1 fu3 ji6 ban2
天邊,tin1 bin1
天長地久,tin1 coeng4 dei6 gau2
天際,tin1 zai3
天馬行空,tin1 maa5 hang4 hung1
天體,tin1 tai2
天鵝,tin1 ngo4
天黑,tin1 hak1
太,taai3
太原,taai3 jyun4
太后,taai3 hau6
太太,taai3 taai2
太子,taai3 zi2
太平,taai3 ping4
太平洋,taai3 ping4 joeng4
太極,taai3 gik6
太極拳,taai3 gik6 kyun4
太監,taai3 gaam3
太空,taai3 hung1
太過,taai3 gwo3
太陽,taai3 joeng4
太陽系,taai3 joeng4 hai6
太陽能,taai3 joeng4 nang4
夫,fu1
夫人,fu1 jan4
夫妻,fu1 cai1
夫婦,fu1 fu5
夫子,fu1 zi2
夬,gwaai3
夭,jiu1
夭折,jiu1 zit3
央,jing1
央行,joeng1 hong2
夯,ban6
夰,gou2
失,jat6
失利,sat1 lei6
失去,sat1 heoi3
失常,sat1 soeng4
失意,sat1 ji3
失憶,sat1 jik1
失戀,sat1 lyun2
失手,sat1 sau2
失控,sat1 hung3
失效,sat1 haau6
失敗,sat1 baai6
失敗者,sat1 baai6 ze2
失明,sat1 ming4
失望,sat1 mong6
失業,sat1 jip6
失真,sat1 zan1
失眠,sat1 min4
失職,sat1 zik1
失落,sat1 lok6
失衡,sat1 hang4
失誤,sat1 ng6
失調,sat1 tiu4
失蹤,sat1 zung1
失重,sat1 cung5
失靈,sat1 ling4
夲,tou1
夳,taai3
夵,jim5
夶,bei2
夷,ji4
夸,kwaa1
夻,ng4
夼,kong3
夽,wan5
夾,gaak3
夾子,gaap3 zi2
夾擊,gaap3 gik1
夾雜,gaap3 zaap6
夿,baa1
奀,ngan1
奃,dai1
奄,am1
奅,paau3
奆,gyun6
奇,gei1
奇妙,kei4 miu6
奇幻,kei4 waan6
奇怪,kei4 gwaai3
奇才,kei4 coi4
奇特,kei4 dak6
奇異,kei4 ji6
奇葩,kei4 baa1
奇觀,kei4 gun1
奇跡,kei4 zik1
奇蹟,kei4 zik1
奈,noi6
奈何,noi6 ho4
奉,fung6
奉上,fung6 soeng5
奉勸,fung6 hyun3
奉獻,fung6 hin3
奉行,fung6 hang4
奊,hai5
奌,dim2
奍,hyun3
奎,fui1
奏,cau3
奐,wun6
契,hat1
契丹,kit3 daan1
契合,kai3 hap6
契機,kai3 gei1
契約,kai3 joek3
奒,hoi1
奓,ce1
奔,ban1
奔放,ban1 fong3
奔波,ban1 bo1
奔走,ban1 zau2
奔赴,ban1 fu6
奔跑,ban1 paau2
奔馳,ban1 ci4
奕,jik6
套,tou3
套房,tou3 fong2
套現,tou3 jin6
套用,tou3 jung6
套裝,tou3 zong1
套路,tou3 lou6
套餐,tou3 caan1
奘,zong1
奙,bun2
奚,hai4
奛,kong3
奜,fei2
奝,diu1
奞,seon3
奟,bang1
奠,din6
奠基,din6 gei1
奠定,din6 ding6
奡,ngou6
奢,ce1
奢侈,ce1 ci2
奢侈品,ce1 ci2 ban2
奢望,ce1 mong6
奢華,ce1 waa4
奣,wang2
奤,haa5
奦,mou6
奧,juk1
奧地利,ou3 dei6 lei6
奧斯卡,ou3 si1 kaa1
奧林匹克,ou3 lam4 pat1 hak1
奧特曼,ou3 dak6 maan6
奧運,ou3 wan6
奧運會,ou3 wan6 wui2
奨,zoeng2
奩,lim4
奪,dyut6
奪冠,dyut6 gun3
奪取,dyut6 ceoi2
奪得,dyut6 dak1
奪目,dyut6 muk6
奫,jyun1
奬,zoeng2
奭,sik1
奮,fan3
奮力,fan5 lik6
奮戰,fan5 zin3
奮鬥,fan5 dau3
奯,kut3
奰,bei6
奱,lyun4
奲,ce2
女,jyu5
女人,neoi5 jan2
女人味,neoi5 jan2 mei6
女僕,neoi5 buk6
女優,neoi5 jau1
女兒,neoi5 ji4
女友,neoi5 jau5
女單,neoi5 daan1
女團,neoi5 tyun4
女士,neoi5 si6
女婿,neoi5 sai3
女子,neoi5 zi2
女孩,neoi5 haai4
女巫,neoi5 mou4
女強人,neoi5 koeng4 jan4
女性,neoi5 sing3
女排,neoi5 paai4
女方,neoi5 fong1
女星,neoi5 sing1
女朋友,neoi5 pang4 jau5
女權,neoi5 kyun4
女王,neoi5 wong4
女生,neoi5 sang1
女皇,neoi5 wong4
女神,neoi5 san4
女童,neoi5 tung4
女裝,neoi5 zong1
女足,neoi5 zuk1
女郎,neoi5 long4
女鬼,neoi5 gwai2
奴,nou4
奴才,nou4 coi4
奴隸,nou4 dai6
奵,ding2
奶,naai1
奶奶,naai4 naai2
奶媽,naai5 maa1
奶油,naai5 jau4
奶粉,naai5 fan2
奶茶,naai5 caa4
奶酪,naai5 lok3
奷,cin1
奸,gaan1
奸商,gaan1 soeng1
她,ji1
她們,taa1 mun4
奺,gau2
奻,naan4
奼,caa3
好,hou2
好不容易,hou2 bat1 jung4 ji6
好些,hou2 se1
好人,hou2 jan4
好似,hou2 ci5
好像,hou2 zoeng6
好友,hou2 jau5
好受,hou2 sau6
好哇,hou2 waa1
好啦,hou2 laa1
好在,hou2 zoi6
好多,hou2 do1
好多人,hou2 do1 jan4
好奇,hou3 kei4
好奇心,hou3 kei4 sam1
好好,hou2 hou2
好好地,hou2 hou2 dei2
好好學習,hou2 hou2 hok6 zaap6
好學,hou3 hok6
好幾,hou2 gei2
好心,hou2 sam1
好意,hou2 ji3
好意思,hou2 ji3 si1
好感,hou2 gam2
好感度,hou2 gam2 dou6
好戲,hou2 hei3
好朋友,hou2 pang4 jau5
好樣,hou2 joeng2
好歹,hou2 daai2
好比,hou2 bei2
好漢,hou2 hon3
好玩,hou2 waan2
好看,hou2 hon3
好笑,hou2 siu3
好聽,hou2 teng1
好色,hou3 sik1
好處,hou2 cyu3
好話,hou2 waa6
好轉,hou2 zyun2
好運,hou2 wan6
好過,hou2 gwo3
奾,sin1
奿,faan3
妀,gei2
妁,zoek3
如,jyu4
如今,jyu4 gam1
如何,jyu4 ho4
如出一轍,jyu4 ceot1 jat1 cit3
如同,jyu4 tung4
如實,jyu4 sat6
如意,jyu4 ji3
如日中天,jyu4 jat6 zung1 tin1
如期,jyu4 kei4
如果,jyu4 gwo2
如此,jyu4 ci2
如火如荼,jyu4 fo2 jyu4 tou4
如願,jyu4 jyun6
妃,fei1
妄,mong5
妄想,mong5 soeng2
妅,hung4
妉,daam1
妊,jam4
妊娠,jam6 zan3
妋,fu1
妌,zing6
妍,jin4
妎,gaai3
妏,man6
妐,zung1
妑,paa1
妒,dou3
妒忌,dou3 gei6
妓,gei6
妓女,gei6 neoi5
妓院,gei6 jyun2
妔,haang1
妕,zung3
妖,jiu1
妖怪,jiu2 gwaai3
妖精,jiu2 zing1
妖豔,jiu2 jim6
妗,kam2
妘,wan4
妙,miu6
妚,fau2
妛,ci1
妜,jyut3
妝,zong1
妞,nau2
妟,aan3
妠,naap6
妡,jan1
妢,fan4
妣,bei2
妤,jyu4
妥,to2
妥協,to5 hip3
妥善,to5 sin6
妥當,to5 dong3
妦,fung1
妧,jyun4
妨,fong4
妨礙,fong4 ngoi6
妬,dou3
妭,bat6
妮,nei4
妯,cau1
妰,zoek3
妱,ziu1
妲,daat3
妳,naai5
妴,jyun2
妵,tau2
妶,jin4
妷,zat6
妸,o1
妹,mui1
妹妹,mui4 mui2
妺,mut6
妻,cai1
妻子,cai1 zi2
妼,bat6
妽,san1
妾,cip3
妿,aa3
姀,wo4
姁,heoi1
姂,fat6
姃,zing1
姄,man4
姅,bun3
姆,mou5
姇,fau4
姈,ling4
姉,zi2
姊,ze2
姊妹,zi2 mui2
始,ci2
始於,ci2 jyu1
始祖,ci2 zou2
始終,ci2 zung1
姌,jim5
姍,saan1
姎,joeng1
姏,maan4
姐,ze2
姐夫,ze2 fu1
姐妹,ze2 mui6
姐姐,ze2 ze2
姐弟,ze2 dai6
姑,gu1
姑且,gu1 ce2
姑姑,gu1 gu1
姑娘,gu1 noeng4
姒,ci5
姓,seng3
姓名,sing3 ming4
姓氏,sing3 si6
委,wai1
委內瑞拉,wai2 noi6 seoi6 laai1
委員,wai2 jyun4
委員會,wai2 jyun4 wui2
委婉,wai2 jyun2
委屈,wai2 wat1
委託,wai2 tok3
姕,zi1
姖,geoi6
姘,ping1
姙,jam4
姚,jiu4
姛,dung6
姜,goeng1
姝,syu1
姞,gat1
姟,goi1
姠,hoeng3
姡,kut3
姢,gyun1
姣,gaau2
姤,gau3
姥,lou5
姥姥,lou5 lou5
姥爺,lou5 je4
姦,gaan1
姧,gaan1
姨,ji1
姨媽,ji4 maa1
姩,nin4
姪,zat6
姫,can2
姬,gei1
姭,him3
姮,hang4
姯,gong1
姰,gwan1
姱,kwaa1
姲,aan3
姳,ming5
姴,lit6
姵,bui6
姶,hap6
姷,jau6
姸,jin4
姺,sin2
姻,jan1
姻緣,jan1 jyun4
姼,ci2
姽,gwai2
姾,cyun4
姿,zi1
姿勢,zi1 sai3
姿態,zi1 taai3
娀,sung1
威,wai1
威信,wai1 seon3
威力,wai1 lik6
威嚴,wai1 jim4
威士忌,wai1 si6 gei2
威尼斯,wai1 nei4 si1
威望,wai1 mong6
威武,wai1 mou5
威脅,wai1 hip3
威風,wai1 fung1
娂,hung4
娃,waa1
娃娃,waa1 waa1
娉,ping1
娊,daam1
娋,saau3
娌,lei5
娍,sing4
娎,hit3
娏,mong4
娐,fu1
娑,so1
娒,mui4
娓,mei5
娓娓道來,mei5 mei5 dou6 loi4
娔,hak1
娕,cuk1
娖,coek3
娗,tin2
娘,noeng4
娘娘,noeng4 noeng4
娙,jing4
娚,naam4
娛,jyu4
娛樂,jyu4 lok6
娛樂圈,jyu4 lok6 hyun1
娜,naa4
娜娜,naa4 naa4
娝,pau1
娞,neoi5
娟,gyun1
娠,san1
娡,zi3
娢,ham4
娣,dai6
娤,zong1
娥,ngo4
娦,pan4
娧,teoi3
娨,haan6
娩,faan3
娪,ng4
娫,jin4
娬,mou4
娭,aai1
娮,jin4
娯,jyu4
娰,ci5
娳,lei6
娵,zeoi1
娶,ceoi2
娷,seoi6
娸,hei1
娹,jin4
娺,to3
娻,dung1
娼,coeng1
娽,luk6
娾,ngaai6
娿,o1
婀,o1
婁,lau4
婂,min4
婃,cung4
婄,pau3
婅,guk1
婆,po4
婆娘,po4 noeng4
婆婆,po4 po2
婇,coi2
婈,ling4
婉,jyun2
婉轉,jyun2 zyun2
婊,biu2
婋,haau1
婌,suk6
婍,ji2
婎,fai1
婏,faan3
婐,lo2
婑,wo1
婒,taam4
婓,fei1
婔,fei1
婕,zip3
婖,tim1
婗,ngai4
婘,gyun3
婙,zing6
婚,fan1
婚事,fan1 si6
婚前,fan1 cin4
婚外情,fan1 ngoi6 cing4
婚姻,fan1 jan1
婚宴,fan1 jin3
婚禮,fan1 lai5
婚紗,fan1 saa1
婛,ging1
婜,gan2
婝,din6
婞,hang6
婟,wu6
婠,wun1
婡,loi4
婢,pei5
婣,jan1
婤,cau1
婥,coek3
婦,fu5
婦人,fu5 jan4
婦女,fu5 neoi5
婦產科,fu5 caan2 fo1
婦科,fu5 fo1
婧,zing6
婨,leon4
婩,joek6
婪,laam4
婫,gwan1
婬,jam4
婭,aa3
婮,geoi1
婯,lai6
婰,din2
婱,jin4
婲,waa6
婷,ting4
婸,dong6
婹,jiu2
婺,mou6
婻,naam6
婼,coek3
婽,gaa2
婾,jyu4
婿,sai3
媀,jyu6
媁,wai4
媂,dai3
媃,jau4
媄,mei5
媅,daam1
媆,jyun5
媇,can1
媈,fai1
媉,ak1
媊,cin4
媋,ceon1
媌,maau4
媍,fu5
媎,ze2
媏,dyun1
媐,hei1
媑,zung6
媒,mui4
媒介,mui4 gaai3
媒體,mui4 tai2
媓,wong4
媔,min4
媕,am1
媖,jing1
媗,hyun1
媘,gaai1
媙,wai1
媚,mei4
媚笑,mei6 siu3
媛,jyun4
媜,zing1
媝,cau1
媞,tai4
媟,sit3
媠,do6
媡,lin6
媢,mou6
媣,gam1
媤,si1
媥,pin1
媦,wai6
媧,gwaa1
媨,cuk1
媩,wu4
媪,ou2
媫,zit3
媬,bou2
媮,jyu4
媯,gwai1
媰,co4
媱,jiu4
媲,bei2
媲美,bei2 mei5
媳,sik1
媳婦,sik1 fu5
媴,jyun4
媵,jan6
媶,jung4
媷,juk6
媸,ci1
媹,lau4
媺,mei5
媻,pun4
媼,ou2
媽,maa1
媽咪,maa1 mi4
媽媽,maa4 maa1
媾,gau3
媿,gwai2
嫀,ceon4
嫁,gaa3
嫁人,gaa3 jan4
嫁接,gaa3 zip3
嫂,sou2
嫂子,sou2 zi2
嫃,zan1
嫄,jyun4
嫅,ze1
嫆,jung4
嫇,mang4
嫈,jing1
嫉,zaat6
嫉妒,zat6 dou3
嫊,sou3
嫋,niu1
嫌,jim4
嫌棄,jim4 hei3
嫌疑,jim4 ji4
嫍,tou1
嫎,pong4
嫏,long4
嫐,nat1
嫑,biu3
嫓,pei3
嫕,ai3
嫖,piu1
嫖娼,piu4 coeng1
嫖客,piu4 haak3
嫗,jyu2
嫘,leoi4
嫙,syun4
嫚,maan6
嫛,ji1
嫜,zoeng1
嫝,hong1
嫞,cung1
嫟,nik1
嫠,lei4
嫡,dik1
嫢,kwai1
嫣,jin1
嫤,gan2
嫥,zyun1
嫦,soeng4
嫦娥,soeng4 ngo4
嫧,zaak3
嫨,hon1
嫩,nyun6
嫪,lou6
嫫,mou4
嫬,ze1
嫭,wu6
嫮,wu6
嫯,ngou6
嫰,nyun6
嫲,maa4
嫳,pit3
嫴,gu1
嫵,mou4
嫵媚,mou4 mei4
嫶,ciu4
嫷,to5
嫸,zin2
嫹,maau4
嫺,haan4
嫺熟,haan4 suk6
嫻,haan4
嫼,aat3
嫽,liu4
嫾,lin4
嫿,waak6
嬀,gwai1
嬁,dang1
嬂,zik1
嬃,jeoi1
嬄,jat1
嬅,waa4
嬆,jap1
嬇,faai3
嬈,jiu4
嬉,hei1
嬉戲,hei1 hei3
嬊,jin2
嬋,sim4
嬌,giu1
嬌小,giu1 siu2
嬍,mei5
嬎,faan3
嬏,faan1
嬐,cim1
嬑,ji3
嬒,wai3
嬓,giu3
嬔,faan3
嬕,sik1
嬖,bai3
嬗,sin6
嬘,seoi6
嬙,coeng4
嬚,lim5
嬛,hyun1
嬜,jam1
嬝,niu5
嬞,dung2
嬟,ji6
嬠,cam1
嬡,oi3
嬢,noeng4
嬣,ning4
嬤,maa1
嬥,tiu4
嬦,cau4
嬧,zeon6
嬨,ci4
嬩,jyu4
嬪,ban3
嬫,wing4
嬬,jyu4
嬭,naai5
嬮,jim1
嬯,toi4
嬰,jing1
嬰兒,jing1 ji4
嬱,cim3
嬲,nau1
嬳,wok6
嬴,jing4
嬵,min4
嬶,bei6
嬸,sam2
嬹,hing1
嬺,lik1
嬻,duk6
嬼,lau6
嬽,jyun1
嬾,laan5
嬿,jin2
孀,soeng1
孁,ling4
孂,giu2
孃,noeng4
孄,laan5
孅,cim1
孆,jing1
孇,soeng1
孈,seoi1
孉,kyun4
孊,mei5
孋,lei4
孌,lyun2
孍,jim4
孎,cuk1
孏,laan5
子,ci4
子女,zi2 neoi5
子孫,zi2 syun1
子宮,zi2 gung1
子弟,zi2 dai6
子彈,zi2 daan2
孑,git3
孒,kyut3
孓,kyut3
孔,hung2
孔子,hung2 zi2
孔明,hung2 ming4
孔雀,hung2 zoek2
孕,jan6
孕婦,jan6 fu5
孕育,jan6 juk6
孖,maa1
字,zi6
字典,zi6 din2
字帖,zi6 tip2
字幕,zi6 mok6
字庫,zi6 fu3
字形,zi6 jing4
字數,zi6 sou3
字樣,zi6 joeng2
字母,zi6 mou5
字畫,zi6 waa2
字眼,zi6 ngaan5
字符串,zi6 fu4 cyun3
字號,zi6 hou6
字詞,zi6 ci4
字跡,zi6 zik1
字面,zi6 min2
字體,zi6 tai2
存,cyun4
存儲,cyun4 cyu5
存儲卡,cyun4 cyu5 kaat1
存儲器,cyun4 cyu5 hei3
存入,cyun4 jap6
存在,cyun4 zoi6
存摺,cyun4 zip3
存放,cyun4 fong3
存有,cyun4 jau5
存檔,cyun4 dong2
存款,cyun4 fun2
存活,cyun4 wut6
存疑,cyun4 ji4
存貨,cyun4 fo3
存錢,cyun4 cin2
孚,fu1
孛,baak6
孜,zi1
孝,haau3
孝敬,haau3 ging3
孝順,haau3 seon6
孞,seon3
孟,maang6
孟子,maang6 zi2
孠,zi6
孡,toi1
孢,baau1
季,gwai3
季度,gwai3 dou6
季後賽,gwai3 hau6 coi3
季節,gwai3 zit3
孤,gu1
孤兒,gu1 ji4
孤單,gu1 daan1
孤寂,gu1 zik6
孤島,gu1 dou2
孤獨,gu1 duk6
孤立,gu1 laap6
孥,nou4
孧,jau3
孨,zyun2
孩,haai4
孩子,haai4 zi2
孩子氣,haai4 zi2 hei3
孩童,haai4 tung4
孫,seon3
孫女,syun1 neoi2
孫子,syun1 zi2
孫悟空,syun1 ng4 hung1
孬,bou2
孭,me1
孮,cung4
孯,haan1
孰,suk6
孱,caan3
孲,aa1
孳,zi1
孴,ji5
孵,fu1
孵化,fu1 faa3
孶,zi1
孷,lei4
學,hok6
學位,hok6 wai2
學分,hok6 fan1
學制,hok6 zai3
學員,hok6 jyun4
學問,hok6 man6
學堂,hok6 tong2
學報,hok6 bou3
學士,hok6 si6
學妹,hok6 mui2
學姐,hok6 ze2
學家,hok6 gaa1
學年,hok6 nin4
學府,hok6 fu2
學弟,hok6 dai2
學徒,hok6 tou4
學會,hok6 wui2
學期,hok6 kei4
學校,hok6 haau6
學業,hok6 jip6
學歷,hok6 lik6
學派,hok6 paai3
學生,hok6 saang1
學生會,hok6 saang1 wui2
學界,hok6 gaai3
學科,hok6 fo1
學籍,hok6 zik6
學習,hok6 zaap6
學者,hok6 ze2
學術,hok6 seot6
學說,hok6 syut3
學識,hok6 sik1
學費,hok6 fai3
學車,hok6 ce1
學長,hok6 coeng4
學院,hok6 jyun2
學霸,hok6 baa3
學風,hok6 fung1
孹,maak3
孺,jyu4
孻,laai1
孼,jip6
孽,jip6
孾,jing1
孿,lyun4
宀,min4
宁,cyu5
宂,jung2
它,taa1
它們,taa1 mun4
宄,gwai2
宅,zaak2
宅男,zaak6 naam4
宆,kung4
宇,jyu5
宇宙,jyu5 zau6
宇航員,jyu5 hong4 jyun4
守,sau2
守候,sau2 hau6
守則,sau2 zak1
守法,sau2 faat3
守衛,sau2 wai6
守護,sau2 wu6
守門員,sau2 mun4 jyun4
安,on1
安全,on1 cyun4
安全套,on1 cyun4 tou3
安全帶,on1 cyun4 daai2
安全感,on1 cyun4 gam2
安分,on1 fan6
安卓,on1 coek3
安安靜靜,on1 on1 zing6 zing6
安定,on1 ding6
安寧,on1 ning4
安徽,on1 fai1
安心,on1 sam1
安息,on1 sik1
安慰,on1 wai3
安排,on1 paai4
安撫,on1 fu2
安放,on1 fong3
安樂,on1 lok6
安檢,on1 gim2
安然,on1 jin4
安眠藥,on1 min4 joek6
安穩,on1 wan2
安置,on1 zi3
安裝,on1 zong1
安詳,on1 coeng4
安逸,on1 jat6
安靜,on1 zing6
安頓,on1 deon6
宊,dat6
宋,sung3
宋朝,sung3 ciu4
完,jyun4
完事,jyun4 si6
完備,jyun4 bei6
完全,jyun4 cyun4
完勝,jyun4 sing3
完善,jyun4 sin6
完工,jyun4 gung1
完成,jyun4 sing4
完整,jyun4 zing2
完畢,jyun4 bat1
完結,jyun4 git3
完美,jyun4 mei5
宍,juk6
宎,jiu2
宏,wang4
宏偉,wang4 wai5
宏觀,wang4 gun1
宐,ji4
宑,jing2
宒,zeon1
宓,fuk6
宔,zyu2
宕,dong6
宖,wang4
宗,zung1
宗室,zung1 sat1
宗師,zung1 si1
宗教,zung1 gaau3
宗旨,zung1 zi2
官,gun1
官僚,gun1 liu4
官兵,gun1 bing1
官司,gun1 si1
官員,gun1 jyun4
官場,gun1 coeng4
官宣,gun1 syun1
官府,gun1 fu2
官方,gun1 fong1
官網,gun1 mong5
官職,gun1 zik1
官話,gun1 waa2
宙,zau6
定,deng6
定下,ding6 haa6
定位,ding6 wai2
定價,ding6 gaa3
定向,ding6 hoeng3
定型,ding6 jing4
定居,ding6 geoi1
定律,ding6 leot6
定性,ding6 sing3
定時,ding6 si4
定期,ding6 kei4
定格,ding6 gaak3
定理,ding6 lei5
定稿,ding6 gou2
定義,ding6 ji6
定製,ding6 zai3
定論,ding6 leon6
定量,ding6 loeng6
定額,ding6 ngaak2
定點,ding6 dim2
宛,jyun1
宜,ji4
実,sat6
客,haak3
客串,haak3 cyun3
客人,haak3 jan4
客商,haak3 soeng1
客場,haak3 coeng4
客家,haak3 gaa1
客廳,haak3 teng1
客戶,haak3 wu6
客戶機,haak3 wu6 gei1
客戶端,haak3 wu6 dyun1
客房,haak3 fong2
客服,haak3 fuk6
客棧,haak3 zaan2
客機,haak3 gei1
客氣,haak3 hei3
客源,haak3 jyun4
客觀,haak3 gun1
客車,haak3 ce1
客運,haak3 wan6
宣,syun1
宣佈,syun1 bou3
宣傳,syun1 cyun4
宣傳教育,syun1 cyun4 gaau3 juk6
宣判,syun1 pun3
宣告,syun1 gou3
宣戰,syun1 zin3
宣揚,syun1 joeng4
宣泄,syun1 sit3
宣稱,syun1 cing1
宣言,syun1 jin4
宣誓,syun1 sai6
宣讀,syun1 duk6
室,sat1
室內,sat1 noi6
室內設計,sat1 noi6 cit3 gai3
室友,sat1 jau5
室外,sat1 ngoi6
室溫,sat1 wan1
宥,jau6
宦,waan6
宦官,waan6 gun1
宧,ji4
宨,tiu2
宩,si2
宬,sing4
宭,kwan4
宮,gung1
宮女,gung1 neoi2
宮廷,gung1 ting4
宮殿,gung1 din6
宮頸,gung1 geng2
宯,haau1
宰,zoi2
宰相,zoi2 soeng3
宱,zaa6
宲,bou2
害,hoi6
害怕,hoi6 paa3
害死,hoi6 sei2
害羞,hoi6 sau1
害蟲,hoi6 cung4
宴,jin3
宴會,jin3 wui6
宴請,jin3 ceng2
宵,siu1
宵夜,siu1 je2
家,gaa1
家事,gaa1 si6
家人,gaa1 jan4
家具,gaa1 geoi6
家務,gaa1 mou6
家喻戶曉,gaa1 jyu6 wu6 hiu2
家園,gaa1 jyun4
家境,gaa1 ging2
家居,gaa1 geoi1
家屬,gaa1 suk6
家常,gaa1 soeng4
家常便飯,gaa1 soeng4 bin6 faan6
家底,gaa1 dai2
家庭,gaa1 ting4
家政,gaa1 zing3
家教,gaa1 gaau3
家族,gaa1 zuk6
家暴,gaa1 bou6
家產,gaa1 caan2
家用,gaa1 jung6
家禽,gaa1 kam4
家鄉,gaa1 hoeng1
家長,gaa1 zoeng2
家門,gaa1 mun4
家電,gaa1 din6
宷,coi2
宸,san4
容,jung4
容器,jung4 hei3
容忍,jung4 jan2
容易,jung4 ji6
容積,jung4 zik1
容納,jung4 naap6
容許,jung4 heoi2
容貌,jung4 maau6
容量,jung4 loeng6
容顏,jung4 ngaan4
宺,fong2
宻,mat6
宼,kau3
宿,sau3
宿主,suk1 zyu2
宿命,suk1 ming6
宿舍,suk1 se3
寀,coi2
寁,zaam2
寂,zik6
寂寞,zik6 mok6
寂靜,zik6 zing6
寃,jyun1
寄,gei3
寄予,gei3 jyu5
寄生,gei3 sang1
寄生蟲,gei3 sang1 cung4
寄託,gei3 tok3
寅,jan4
密,mat6
密不可分,mat6 bat1 ho2 fan1
密切,mat6 cit3
密友,mat6 jau5
密室,mat6 sat1
密密麻麻,mat6 mat6 maa4 maa4
密封,mat6 fung1
密度,mat6 dou6
密碼,mat6 maa5
密集,mat6 zaap6
密雲,mat6 wan4
寇,kau3
寈,cing1
寉,hok6
寊,zing1
寋,gin6
富,fu3
富商,fu3 soeng1
富強,fu3 koeng4
富有,fu3 jau5
富翁,fu3 jung1
富裕,fu3 jyu6
富豪,fu3 hou4
富貴,fu3 gwai3
富足,fu3 zuk1
富餘,fu3 jyu4
寍,ning4
寎,bing2
寏,jyun4
寐,mei6
寑,cam2
寒,hon4
寒假,hon4 gaa3
寒冬,hon4 dung1
寒冷,hon4 laang5
寒意,hon4 ji3
寒風,hon4 fung1
寓,jyu6
寓意,jyu6 ji3
寓言,jyu6 jin4
寔,sat6
寕,ning4
寖,zam3
寗,ning4
寘,tin4
寙,jyu5
寚,bou2
寛,fun1
寜,ning4
寞,mok6
察,caat3
察看,caat3 hon3
察覺,caat3 gok3
寠,geoi6
寡,gwaa2
寡婦,gwaa2 fu5
寢,cam2
寢室,cam2 sat1
寣,fat1
寤,ng6
寥,liu4
寥寥無幾,liu4 liu4 mou4 gei2
實,sat6
實事,sat6 si6
實事求是,sat6 si6 kau4 si6
實例,sat6 lai6
實則,sat6 zak1
實力,sat6 lik6
實務,sat6 mou6
實名,sat6 ming4
實在,sat6 zoi6
實地,sat6 dei6
實實在在,sat6 sat6 zoi6 zoi6
實屬,sat6 suk6
實情,sat6 cing4
實惠,sat6 wai6
實戰,sat6 zin3
實施,sat6 si1
實時,sat6 si4
實木,sat6 muk6
實業,sat6 jip6
實權,sat6 kyun4
實況,sat6 fong3
實測,sat6 caak1
實物,sat6 mat6
實現,sat6 jin6
實用,sat6 jung6
實習,sat6 zaap6
實習生,sat6 zaap6 sang1
實至名歸,sat6 zi3 ming4 gwai1
實行,sat6 hang4
實話,sat6 waa2
實話實說,sat6 waa6 sat6 syut3
實證,sat6 zing3
實質,sat6 zat1
實踐,sat6 cin2
實錄,sat6 luk6
實際,sat6 zai3
實際上,sat6 zai3 soeng6
實驗,sat6 jim6
實驗室,sat6 jim6 sat1
實體,sat6 tai2
實體店,sat6 tai2 dim3
寧,ning4
寧可,ning4 ho2
寧夏,ning4 haa6
寧靜,ning4 zing6
寧願,ning4 jyun2
寨,zaai6
審,sam2
審判,sam2 pun3
審定,sam2 ding6
審慎,sam2 san6
